# hostname,interval,timestamp,CPU,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%gnice,%idle
raspberrypi,1,2020-07-25 01:24:35 UTC,176192,666076,101756,11.57,90976,440388,833120,84.87,430052,181808,0,80556,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:36 UTC,176128,666036,101808,11.58,90976,440400,833120,84.87,430052,181832,24,80480,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:37 UTC,176160,666068,101772,11.57,90976,440404,833120,84.87,430052,181832,28,80528,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:38 UTC,175404,665328,102524,11.66,90976,440408,833120,84.87,430052,181848,32,80528,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:39 UTC,175468,665396,102456,11.65,90976,440412,833120,84.87,430052,181852,36,80528,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:40 UTC,176136,666068,101784,11.58,90976,440416,831440,84.70,430092,181856,40,80548,69948,1632,3376,0
raspberrypi,1,2020-07-25 01:24:41 UTC,176096,666020,101832,11.58,90976,440408,831440,84.70,430052,181848,0,80600,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:42 UTC,176140,666076,101776,11.58,90976,440420,833976,84.96,430316,181860,8,80836,69948,1712,3540,0
raspberrypi,1,2020-07-25 01:24:43 UTC,176208,666144,101704,11.57,90976,440424,833844,84.94,430052,181860,12,80528,69948,1640,3380,0
raspberrypi,1,2020-07-25 01:24:44 UTC,176224,666160,101688,11.57,90976,440424,833844,84.94,430052,181860,12,80528,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:45 UTC,176224,666176,101676,11.56,90976,440436,833508,84.91,430052,181876,24,80528,69948,1640,3376,0
raspberrypi,1,2020-07-25 01:24:46 UTC,176136,666088,101744,11.57,90976,440440,833508,84.91,430052,181876,40,80600,69964,1648,3376,0
raspberrypi,1,2020-07-25 01:24:47 UTC,176232,666184,101648,11.56,90976,440440,833508,84.91,430052,181876,40,80572,69964,1648,3376,0
raspberrypi,1,2020-07-25 01:24:48 UTC,176264,666216,101616,11.56,90976,440440,833508,84.91,430052,181876,40,80544,69964,1648,3376,0
raspberrypi,1,2020-07-25 01:24:49 UTC,175948,665904,101912,11.59,90976,440456,833508,84.91,430052,181876,16,80616,69968,1648,3376,0
raspberrypi,1,2020-07-25 01:24:50 UTC,176036,665992,101808,11.58,90976,440460,833508,84.91,430052,181876,20,80556,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:51 UTC,175940,665896,101904,11.59,90976,440460,833508,84.91,430052,181876,20,80600,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:52 UTC,175940,665956,101832,11.58,90976,440532,833508,84.91,430052,181936,64,80528,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:53 UTC,175940,665960,101828,11.58,90976,440536,833508,84.91,430052,181940,0,80528,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:54 UTC,175812,665832,101956,11.60,90976,440536,833508,84.91,430052,181940,0,80528,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:55 UTC,175876,665932,101892,11.59,90976,440536,833508,84.91,430052,181976,16,80528,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:56 UTC,175940,665996,101824,11.58,90976,440540,833508,84.91,430052,181976,48,80528,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:57 UTC,175844,665900,101920,11.59,90976,440540,833508,84.91,430052,181976,48,80528,69980,1648,3376,0
raspberrypi,1,2020-07-25 01:24:58 UTC,176036,666092,101700,11.57,90976,440560,833508,84.91,430052,181976,68,80528,69988,1648,3376,0
raspberrypi,1,2020-07-25 01:24:59 UTC,176004,666088,101724,11.57,90976,440564,833508,84.91,430052,182004,0,80528,69992,1648,3376,0
raspberrypi,1,2020-07-25 01:25:00 UTC,175624,665712,102100,11.61,90976,440568,833508,84.91,430052,182008,8,80528,69992,1648,3376,0
raspberrypi,1,2020-07-25 01:25:01 UTC,175736,665828,101984,11.60,90976,440572,833440,84.90,430064,182012,12,80484,69992,1648,3372,0
raspberrypi,1,2020-07-25 01:25:02 UTC,175656,665748,102032,11.60,90976,440572,833764,84.93,430056,182012,44,80604,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:03 UTC,175528,665620,102160,11.62,90976,440572,833764,84.93,430056,182012,44,80576,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:04 UTC,175584,665676,102024,11.60,90976,440588,833764,84.93,430056,182012,60,80548,70088,1648,3380,0
raspberrypi,1,2020-07-25 01:25:05 UTC,175520,665632,102080,11.61,90976,440592,833764,84.93,430056,182032,0,80532,70092,1648,3380,0
raspberrypi,1,2020-07-25 01:25:06 UTC,175680,665792,101916,11.59,90976,440596,833764,84.93,430056,182032,40,80532,70092,1648,3380,0
raspberrypi,1,2020-07-25 01:25:07 UTC,175584,665696,102004,11.60,90976,440604,833764,84.93,430056,182032,48,80532,70092,1648,3380,0
raspberrypi,1,2020-07-25 01:25:08 UTC,175616,665728,101972,11.60,90976,440604,833764,84.93,430056,182032,48,80532,70092,1648,3380,0
raspberrypi,1,2020-07-25 01:25:09 UTC,175616,665728,101964,11.60,90976,440612,833764,84.93,430056,182032,56,80532,70092,1648,3380,0
raspberrypi,1,2020-07-25 01:25:10 UTC,175520,665656,102056,11.61,90976,440616,833764,84.93,430056,182056,60,80532,70092,1648,3380,0
raspberrypi,1,2020-07-25 01:25:11 UTC,175520,665656,102040,11.61,90976,440620,833764,84.93,430056,182056,0,80604,70104,1648,3380,0
raspberrypi,1,2020-07-25 01:25:12 UTC,175672,665808,101880,11.59,90976,440628,833764,84.93,430056,182056,12,80576,70104,1648,3380,0
raspberrypi,1,2020-07-25 01:25:13 UTC,175200,665336,102404,11.65,90976,440632,833764,84.93,430056,182056,16,80648,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:14 UTC,175168,665320,102432,11.65,90976,440636,833764,84.93,430056,182072,20,80588,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:15 UTC,175200,665356,102396,11.65,90976,440640,833240,84.88,430056,182076,24,80532,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:16 UTC,175232,665388,102364,11.64,90976,440640,833240,84.88,430056,182076,24,80604,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:17 UTC,175168,665336,102416,11.65,90976,440652,833240,84.88,430056,182088,0,80532,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:18 UTC,175168,665340,102412,11.65,90976,440656,833240,84.88,430056,182092,8,80532,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:19 UTC,175168,665340,102412,11.65,90976,440656,833240,84.88,430056,182092,8,80604,70048,1648,3380,0
raspberrypi,1,2020-07-25 01:25:20 UTC,174948,665128,102652,11.67,90976,440664,832940,84.85,430252,182100,16,80732,70020,1672,3284,0
raspberrypi,1,2020-07-25 01:25:21 UTC,174852,665044,102736,11.68,90976,440672,832940,84.85,430056,182112,36,80532,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:22 UTC,174948,665144,102636,11.67,90976,440676,832940,84.85,430056,182116,40,80532,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:23 UTC,174948,665148,102632,11.67,90976,440680,832940,84.85,430056,182120,44,80592,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:24 UTC,175012,665216,102564,11.66,90976,440684,832940,84.85,430056,182124,52,80592,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:25 UTC,174948,665096,102684,11.68,90976,440628,832608,84.82,430056,182068,20,80532,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:26 UTC,174948,665100,102680,11.68,90976,440632,832608,84.82,430056,182072,52,80532,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:27 UTC,174948,665100,102680,11.68,90976,440632,832608,84.82,430056,182072,52,80604,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:28 UTC,174948,665108,102672,11.68,90976,440640,832608,84.82,430056,182080,60,80532,70024,1648,3380,0
raspberrypi,1,2020-07-25 01:25:29 UTC,175052,665216,102560,11.66,90976,440644,832608,84.82,430056,182084,64,80592,70028,1648,3380,0
raspberrypi,1,2020-07-25 01:25:30 UTC,174900,665064,102772,11.69,90976,440644,832608,84.82,430056,182084,12,80532,69968,1648,3380,0
raspberrypi,1,2020-07-25 01:25:31 UTC,174880,665044,102792,11.69,90976,440644,832608,84.82,430056,182084,36,80604,69968,1648,3380,0
raspberrypi,1,2020-07-25 01:25:32 UTC,174932,665104,102732,11.68,90976,440652,832608,84.82,430056,182092,44,80532,69968,1648,3380,0
raspberrypi,1,2020-07-25 01:25:33 UTC,174932,665108,102728,11.68,90976,440656,832608,84.82,430056,182096,48,80532,69968,1648,3380,0
raspberrypi,1,2020-07-25 01:25:34 UTC,174932,665116,102720,11.68,90976,440664,832608,84.82,430056,182104,56,80532,69968,1648,3380,0
raspberrypi,1,2020-07-25 01:25:35 UTC,174880,665064,102772,11.69,90976,440664,832608,84.82,430056,182104,0,80572,69968,1648,3380,0
raspberrypi,1,2020-07-25 01:25:36 UTC,174980,665172,102696,11.68,90976,440672,832608,84.82,430056,182112,20,80532,69936,1632,3380,0
raspberrypi,1,2020-07-25 01:25:37 UTC,175020,665216,102692,11.68,90976,440676,832608,84.82,430056,182116,24,80532,69896,1632,3380,0
raspberrypi,1,2020-07-25 01:25:38 UTC,175052,665252,102652,11.67,90976,440680,832608,84.82,430056,182120,28,80532,69900,1632,3380,0
raspberrypi,1,2020-07-25 01:25:39 UTC,175020,665228,102676,11.68,90976,440688,832608,84.82,430056,182128,36,80532,69900,1632,3380,0
raspberrypi,1,2020-07-25 01:25:40 UTC,174964,665176,102728,11.68,90976,440692,832608,84.82,430056,182132,40,80532,69900,1624,3380,0
raspberrypi,1,2020-07-25 01:25:41 UTC,174680,664896,103008,11.72,90976,440696,832604,84.82,430056,182136,0,80604,69900,1624,3380,0
raspberrypi,1,2020-07-25 01:25:42 UTC,174516,664732,103172,11.73,90976,440696,832604,84.82,430056,182136,0,80604,69900,1632,3380,0
raspberrypi,1,2020-07-25 01:25:43 UTC,174388,664604,103300,11.75,90976,440696,832604,84.82,430056,182136,0,80604,69900,1632,3380,0
raspberrypi,1,2020-07-25 01:25:44 UTC,174516,664732,103152,11.73,90976,440712,832604,84.82,430056,182136,20,80608,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:45 UTC,174736,664972,102928,11.71,90976,440716,832604,84.82,430056,182156,24,80532,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:46 UTC,174736,664972,102928,11.71,90976,440716,832604,84.82,430056,182156,24,80532,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:47 UTC,174736,664980,102920,11.71,90976,440724,832604,84.82,430056,182164,0,80532,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:48 UTC,174672,664916,102968,11.71,90976,440740,832604,84.82,430056,182164,20,80532,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:49 UTC,174768,665012,102872,11.70,90976,440740,832604,84.82,430056,182164,20,80604,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:50 UTC,174792,665036,102840,11.70,90976,440748,832604,84.82,430056,182164,28,80532,69904,1640,3380,0
raspberrypi,1,2020-07-25 01:25:51 UTC,174768,665012,102860,11.70,90976,440752,832604,84.82,430056,182164,48,80604,69904,1632,3380,0
raspberrypi,1,2020-07-25 01:25:52 UTC,174784,665028,102828,11.69,90976,440752,832604,84.82,430056,182164,48,80576,69920,1632,3380,0
raspberrypi,1,2020-07-25 01:25:53 UTC,174428,664672,103184,11.74,90976,440752,834320,84.99,430160,182168,0,80592,69920,1632,3528,0
raspberrypi,1,2020-07-25 01:25:54 UTC,174468,664752,103124,11.73,90976,440768,834320,84.99,430056,182204,8,80604,69924,1632,3380,0
raspberrypi,1,2020-07-25 01:25:55 UTC,174500,664784,103088,11.72,90976,440772,834124,84.97,430056,182204,12,80532,69924,1632,3380,0
raspberrypi,1,2020-07-25 01:25:56 UTC,174436,664720,103152,11.73,90976,440772,834124,84.97,430056,182204,36,80484,69924,1632,3380,0
raspberrypi,1,2020-07-25 01:25:57 UTC,174476,664760,103100,11.73,90976,440784,834124,84.97,430056,182204,48,80532,69924,1632,3380,0
raspberrypi,1,2020-07-25 01:25:58 UTC,174428,664712,103104,11.73,90976,440788,834124,84.97,430056,182204,52,80532,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:25:59 UTC,174428,664712,103104,11.73,90976,440788,834124,84.97,430056,182204,0,80604,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:00 UTC,174428,664744,103096,11.73,90976,440796,834124,84.97,430056,182236,8,80532,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:01 UTC,174556,664872,102960,11.71,90976,440804,834124,84.97,430056,182236,28,80532,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:02 UTC,174436,664752,103048,11.72,90976,440808,834124,84.97,430056,182236,32,80532,69992,1632,3380,0
raspberrypi,1,2020-07-25 01:26:03 UTC,174468,664784,103016,11.72,90976,440808,834124,84.97,430056,182236,32,80604,69992,1632,3380,0
raspberrypi,1,2020-07-25 01:26:04 UTC,174436,664752,103040,11.72,90976,440816,834124,84.97,430056,182236,40,80576,69992,1632,3380,0
raspberrypi,1,2020-07-25 01:26:05 UTC,174372,664716,103124,11.73,90976,440824,834124,84.97,430056,182264,0,80572,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:06 UTC,175224,665568,102268,11.63,90976,440828,833452,84.90,430056,182264,20,80528,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:07 UTC,175288,665632,102200,11.62,90976,440832,833452,84.90,430056,182264,24,80532,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:08 UTC,175192,665536,102280,11.63,90976,440848,833452,84.90,430056,182264,40,80532,69964,1632,3380,0
raspberrypi,1,2020-07-25 01:26:09 UTC,175216,665560,102252,11.63,90976,440852,833452,84.90,430056,182264,44,80532,69964,1640,3380,0
raspberrypi,1,2020-07-25 01:26:10 UTC,175312,665656,102148,11.62,90976,440860,833452,84.90,430056,182264,52,80532,69964,1640,3380,0
raspberrypi,1,2020-07-25 01:26:11 UTC,175216,665588,102240,11.63,90976,440864,833452,84.90,430056,182292,0,80592,69964,1640,3380,0
raspberrypi,1,2020-07-25 01:26:12 UTC,175192,665564,102216,11.63,90976,440868,833452,84.90,430056,182292,8,80532,70008,1640,3380,0
raspberrypi,1,2020-07-25 01:26:13 UTC,175192,665564,102212,11.62,90976,440868,833452,84.90,430056,182292,8,80532,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:14 UTC,175096,665468,102308,11.64,90976,440868,833452,84.90,430056,182292,8,80604,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:15 UTC,175192,665564,102196,11.62,90976,440884,833452,84.90,430056,182292,24,80600,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:16 UTC,175192,665564,102192,11.62,90976,440888,833452,84.90,430056,182292,52,80572,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:17 UTC,175192,665576,102192,11.62,90976,440888,833452,84.90,430056,182304,0,80548,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:18 UTC,175096,665480,102288,11.63,90976,440888,833452,84.90,430056,182304,0,80532,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:19 UTC,175192,665576,102176,11.62,90976,440904,833452,84.90,430056,182304,16,80532,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:20 UTC,176004,666388,101360,11.53,90976,440908,833124,84.87,430056,182304,20,80488,70012,1648,3380,0
raspberrypi,1,2020-07-25 01:26:21 UTC,176044,666420,101328,11.52,90976,440900,833124,84.87,430056,182296,20,80532,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:22 UTC,175980,666356,101392,11.53,90976,440900,833124,84.87,430056,182296,20,80604,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:23 UTC,176012,666448,101344,11.53,90976,440916,833124,84.87,430056,182356,48,80604,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:24 UTC,175948,666384,101404,11.53,90976,440920,833124,84.87,430056,182356,12,80576,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:25 UTC,175908,666344,101444,11.54,90976,440920,833124,84.87,430056,182356,12,80516,70012,1640,3380,0
raspberrypi,1,2020-07-25 01:26:26 UTC,175876,666312,101408,11.53,90976,440928,833124,84.87,430056,182356,48,80532,70072,1640,3380,0
raspberrypi,1,2020-07-25 01:26:27 UTC,175844,666280,101436,11.54,90976,440932,833124,84.87,430056,182356,52,80532,70072,1640,3380,0
raspberrypi,1,2020-07-25 01:26:28 UTC,175956,666392,101368,11.53,90976,440932,833124,84.87,430056,182356,52,80604,70028,1640,3380,0
raspberrypi,1,2020-07-25 01:26:29 UTC,175956,666392,101368,11.53,90976,440932,833124,84.87,430056,182356,0,80532,70028,1640,3380,0
raspberrypi,1,2020-07-25 01:26:30 UTC,176012,666448,101296,11.52,90976,440948,833124,84.87,430056,182356,8,80532,70028,1640,3380,0
raspberrypi,1,2020-07-25 01:26:31 UTC,175608,666044,101696,11.57,90976,440952,833124,84.87,430056,182356,24,80604,70028,1640,3380,0
raspberrypi,1,2020-07-25 01:26:32 UTC,175672,666152,101620,11.56,90976,440960,833796,84.94,430056,182400,32,80532,70032,1640,3388,0
raspberrypi,1,2020-07-25 01:26:33 UTC,175800,666280,101488,11.54,90976,440964,833796,84.94,430056,182400,36,80532,70032,1640,3380,0
raspberrypi,1,2020-07-25 01:26:34 UTC,175640,666120,101648,11.56,90976,440964,833796,84.94,430056,182400,36,80532,70032,1640,3380,0
raspberrypi,1,2020-07-25 01:26:35 UTC,175768,666252,101508,11.54,90976,440972,833464,84.90,430056,182400,0,80532,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:36 UTC,175704,666188,101568,11.55,90976,440976,833464,84.90,430056,182400,20,80604,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:37 UTC,175608,666092,101656,11.56,90976,440984,833464,84.90,430056,182400,28,80576,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:38 UTC,175704,666188,101556,11.55,90976,440988,833464,84.90,430056,182400,32,80548,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:39 UTC,175736,666220,101512,11.55,90976,441000,833464,84.90,430056,182400,44,80620,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:40 UTC,175684,666168,101564,11.55,90976,441000,833464,84.90,430056,182400,44,80572,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:41 UTC,175704,666228,101544,11.55,90976,441000,833464,84.90,430056,182440,0,80532,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:42 UTC,175704,666228,101540,11.55,90976,441004,833464,84.90,430056,182440,8,80532,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:43 UTC,175704,666228,101536,11.55,90976,441008,833464,84.90,430056,182440,12,80532,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:44 UTC,175704,666228,101532,11.55,90976,441012,833464,84.90,430056,182440,16,80532,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:45 UTC,175808,666332,101428,11.54,90976,441012,833464,84.90,430056,182440,16,80532,70036,1640,3380,0
raspberrypi,1,2020-07-25 01:26:46 UTC,175768,666292,101520,11.55,90976,441024,833464,84.90,430056,182440,56,80532,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:47 UTC,175768,666292,101516,11.55,90976,441028,833464,84.90,430056,182440,0,80532,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:48 UTC,175768,666292,101512,11.55,90976,441032,833464,84.90,430056,182440,8,80532,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:49 UTC,175768,666292,101508,11.54,90976,441036,833464,84.90,430056,182440,12,80604,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:50 UTC,175792,666316,101484,11.54,90976,441036,833464,84.90,430056,182440,12,80544,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:51 UTC,175768,666336,101496,11.54,90976,441048,833464,84.90,430056,182484,36,80616,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:52 UTC,175672,666240,101588,11.55,90976,441052,833464,84.90,430056,182484,40,80588,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:53 UTC,175768,666336,101492,11.54,90976,441052,833464,84.90,430056,182484,0,80560,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:54 UTC,175736,666304,101524,11.55,90976,441052,833464,84.90,430056,182484,0,80484,69972,1640,3380,0
raspberrypi,1,2020-07-25 01:26:55 UTC,175728,666296,101516,11.55,90976,441068,833464,84.90,430056,182484,16,80524,69972,1648,3380,0
raspberrypi,1,2020-07-25 01:26:56 UTC,175784,666352,101448,11.54,90976,441072,833464,84.90,430056,182484,32,80596,69980,1648,3380,0
raspberrypi,1,2020-07-25 01:26:57 UTC,175656,666224,101568,11.55,90976,441072,833464,84.90,430056,182484,32,80532,69988,1640,3380,0
raspberrypi,1,2020-07-25 01:26:58 UTC,175744,666312,101472,11.54,90976,441072,833464,84.90,430056,182484,32,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:26:59 UTC,175648,666216,101552,11.55,90976,441088,833464,84.90,430056,182484,0,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:00 UTC,175744,666312,101452,11.54,90976,441092,833464,84.90,430056,182484,8,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:01 UTC,175744,666312,101448,11.54,90976,441096,833464,84.90,430056,182484,24,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:02 UTC,175900,666468,101288,11.52,90976,441100,833464,84.90,430056,182484,28,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:03 UTC,175996,666564,101192,11.51,90976,441100,833464,84.90,430056,182484,28,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:04 UTC,176092,666660,101096,11.50,90976,441100,833464,84.90,430056,182484,28,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:05 UTC,176100,666728,101072,11.50,90976,441116,833464,84.90,430056,182544,0,80532,69996,1640,3380,0
raspberrypi,1,2020-07-25 01:27:06 UTC,175332,665976,101836,11.58,90976,441120,834112,84.97,430192,182560,20,80680,69996,1696,3412,0
raspberrypi,1,2020-07-25 01:27:07 UTC,175208,665852,101952,11.60,90976,441124,834112,84.97,430056,182560,24,80532,70000,1640,3380,0
raspberrypi,1,2020-07-25 01:27:08 UTC,175176,665820,101984,11.60,90976,441124,834112,84.97,430056,182560,24,80604,70000,1640,3380,0
raspberrypi,1,2020-07-25 01:27:09 UTC,175216,665860,101908,11.59,90976,441136,834112,84.97,430056,182560,36,80548,70024,1640,3380,0
raspberrypi,1,2020-07-25 01:27:10 UTC,175192,665836,101908,11.59,90976,441140,833784,84.94,430056,182560,40,80532,70044,1648,3380,0
raspberrypi,1,2020-07-25 01:27:11 UTC,175200,665844,101900,11.59,90976,441140,833784,84.94,430056,182560,0,80604,70044,1640,3380,0
raspberrypi,1,2020-07-25 01:27:12 UTC,175168,665804,101940,11.59,90976,441132,833784,84.94,430056,182552,0,80576,70044,1640,3380,0
raspberrypi,1,2020-07-25 01:27:13 UTC,175200,665836,101892,11.59,90976,441148,833784,84.94,430056,182552,16,80548,70044,1640,3380,0
raspberrypi,1,2020-07-25 01:27:14 UTC,175288,665924,101800,11.58,90976,441152,833784,84.94,430056,182552,20,80620,70044,1640,3380,0
raspberrypi,1,2020-07-25 01:27:15 UTC,175236,665872,101844,11.58,90976,441152,833784,84.94,430056,182552,20,80560,70052,1648,3380,0
raspberrypi,1,2020-07-25 01:27:16 UTC,175268,665904,101812,11.58,90976,441152,833784,84.94,430056,182552,20,80484,70052,1648,3380,0
raspberrypi,1,2020-07-25 01:27:17 UTC,175192,665872,101872,11.59,90976,441168,833784,84.94,430056,182596,0,80604,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:18 UTC,175288,665968,101772,11.57,90976,441172,833784,84.94,430056,182596,8,80576,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:19 UTC,175192,665872,101864,11.59,90976,441176,833784,84.94,430056,182596,12,80548,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:20 UTC,175256,665936,101796,11.58,90976,441180,833784,84.94,430056,182596,16,80588,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:21 UTC,175256,665936,101792,11.58,90976,441184,833784,84.94,430056,182596,32,80532,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:22 UTC,175320,666000,101728,11.57,90976,441184,833784,84.94,430056,182596,32,80604,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:23 UTC,175192,665872,101844,11.58,90976,441196,833784,84.94,430056,182596,0,80548,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:24 UTC,175224,665904,101808,11.58,90976,441200,833784,84.94,430056,182596,12,80532,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:25 UTC,175192,665920,101836,11.58,90976,441204,833784,84.94,430056,182644,16,80532,70052,1640,3380,0
raspberrypi,1,2020-07-25 01:27:26 UTC,175096,665824,101920,11.59,90976,441212,833784,84.94,430056,182644,40,80604,70056,1640,3380,0
raspberrypi,1,2020-07-25 01:27:27 UTC,175192,665920,101824,11.58,90976,441212,833784,84.94,430056,182644,40,80592,70056,1640,3380,0
raspberrypi,1,2020-07-25 01:27:28 UTC,174940,665668,102068,11.61,90976,441220,833784,84.94,430056,182644,48,80564,70056,1640,3380,0
raspberrypi,1,2020-07-25 01:27:29 UTC,174940,665668,102064,11.61,90976,441224,833784,84.94,430056,182644,0,80548,70056,1640,3380,0
raspberrypi,1,2020-07-25 01:27:30 UTC,174900,665628,102104,11.61,90976,441224,833784,84.94,430056,182644,0,80532,70056,1648,3380,0
raspberrypi,1,2020-07-25 01:27:31 UTC,174980,665744,102044,11.61,90976,441244,833784,84.94,430056,182680,40,80532,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:32 UTC,174980,665744,102040,11.61,90976,441248,833784,84.94,430056,182680,44,80604,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:33 UTC,174980,665744,102036,11.60,90976,441252,833784,84.94,430056,182680,48,80548,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:34 UTC,174572,665336,102440,11.65,90976,441256,833784,84.94,430056,182680,52,80560,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:35 UTC,174224,664988,102780,11.69,90976,441264,833784,84.94,430056,182680,0,80532,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:36 UTC,174224,664988,102776,11.69,90976,441268,833784,84.94,430056,182680,32,80532,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:37 UTC,174224,664988,102776,11.69,90976,441268,833784,84.94,430056,182680,32,80604,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:38 UTC,174444,665208,102548,11.66,90976,441276,833784,84.94,430056,182680,40,80532,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:39 UTC,174476,665240,102508,11.66,90976,441284,833784,84.94,430056,182680,48,80532,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:40 UTC,174384,665148,102600,11.67,90976,441284,833784,84.94,430056,182680,48,80560,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:41 UTC,174476,665240,102500,11.66,90976,441292,833784,84.94,430056,182680,0,80532,70016,1640,3380,0
raspberrypi,1,2020-07-25 01:27:42 UTC,174444,665208,102528,11.66,90976,441296,833784,84.94,430056,182680,8,80592,70016,1640,3380,0
